laptop_ID,Company,Product,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price
580,Asus,ROG Strix G16 G614PP,Gaming,16,2560x1600,AMD Ryzen 9 8940HX,16GB,1TB SSD,NVIDIA GeForce RTX 5070,Windows 11,2.50kg,310000
581,Asus,ROG Strix G16 G615LM,Gaming,16,WUXGA 1920x1200,Intel Core Ultra 9 275HX,8GB,1TB SSD,NVIDIA GeForce RTX 5060,Windows 11,2.65kg,312000
582,Lenovo,Yoga Slim 7i Ultra 14IPH11,2 in 1 Convertible,14,Touchscreen WQXGA 2880x1800,Intel Core Ultra 7 355,32GB,1TB SSD,Intel Graphics,Windows 11,0.98kg,315000
583,Lenovo,Legion 5 15IRX10,Gaming,15.1,WQXGA 2560x1600,Intel Core i9-14900HX,32GB,1TB SSD,NVIDIA GeForce RTX 5070,Windows 11,1.9kg,316500
584,Asus,TUF Gaming F16 FX608JPR,Gaming,16,WUXGA 1920x1200,Core i7-14650HX,32GB,1TB SSD,NVIDIA GeForce RTX 5070,Windows 11,2.20kg,318000
585,Lenovo,Legion Pro 5 16IAX10,Gaming,16,OLED WQXGA 2560x1600,Intel Core Ultra 9 275HX,8GB,1TB SSD,NVIDIA GeForce RTX 5060,Windows 11,2.43kg,320000
586,Acer,Predator Helios Neo 16S AI PHN16S-71,Gaming,16,OLED,Intel Core Ultra 7 255HX,8GB,1TB SSD,NVIDIA RTX 5070,Windows 11,2.3kg,325000
587,MSI,Stealth 16 AI A2HWFG,Gaming,16,OLED QHD 2560x1440,Intel Core Ultra 9 285H,8GB,1TB SSD,NVIDIA GeForce RTX 5060,Windows 11,2.1kg,333000
588,HP,OMEN 16-am0333TX,Gaming,16,FHD 1920x1080,Intel Core i9-14900HX,8GB,1TB SSD,NVIDIA GeForce RTX 5070,Windows 11,2.39kg,336000
589,Asus,ROG Strix G16 G614PP,Gaming,16,2560x1600,AMD Ryzen 9 8940HX,32GB,1TB SSD,NVIDIA GeForce RTX 5070,Windows 11,2.50kg,337000
590,Acer,Predator Helios Neo 16S AI PHN16S-71,Gaming,16,OLED,Intel Core Ultra 9 275HX,8GB,1TB SSD,NVIDIA RTX 5070,Windows 11,2.3kg,340000
591,THUNDEROBOT,R16,Gaming,16,QHD 2560x1600,Intel Core i9-13900HX,16GB,1TB SSD,RTX 5080 Graphics,Windows 11,2.6kg,349000
592,THUNDEROBOT,R16,Gaming,16,QHD 2560x1600,Intel Core i9-13900HX,16GB,1TB SSD,RTX 5070 Graphics,Windows 11,2.6kg,349000
593,Lenovo,ThinkPad X1 Carbon G12,Ultrabook,14,IPS Panel WUXGA 1920x1200,Intel Core Ultra 7 155H,32GB,1TB SSD,Intel Arc Graphics,Windows 11,1.09kg,350000
594,Apple,MacBook Pro M5 Pro,Notebook,14,Touchscreen Retina 3024x1964,Apple M5 Pro chip,24GB,1TB SSD,16-core GPU,macOS,1.60kg,355000
595,MSI,Prestige 13 AI+ Ukiyoe Edition A2VMG,Ultrabook,13.3,OLED 2880x1800,Intel Core Ultra 9 288V With Max. 48 NPU TOPS,32GB,2TB SSD,Intel Arc 140V GPU,Windows 11,0.99kg,310000
596,Acer,Predator Helios Neo 16S AI PHN16S-71,Gaming,16,OLED,Intel Core Ultra 9 275HX,8GB,1TB SSD,NVIDIA RTX 5070,Windows 11,2.3kg,360000
597,MSI,Stealth 16 AI A2HWGG,Gaming,16,OLED QHD 2560x1440,Intel Core Ultra 9 285H,8GB,1TB SSD,NVIDIA GeForce RTX 5070,Windows 11,2.1kg,360000
598,Asus,ExpertBook B9 Ultra B9406CAA,Ultrabook,14,OLED Touchscreen WQXGA 2880x1800,Intel Core Ultra X7 358H,32GB,1TB SSD,Intel Arc B390 GPU,Windows 11,1.10kg,370000
599,Asus,ExpertBook B9 Ultra B9406CAA,Ultrabook,14,OLED Touchscreen WQXGA 2880x1800,Intel Core Ultra X7 358H,32GB,1TB SSD,Intel Arc B390 GPU,Windows 11,1.10kg,370000
600,Asus,ROG Strix G16 G615LP,Gaming,16,WQXGA 2560x1600,Intel Core Ultra 9 275HX,32GB,1TB SSD,NVIDIA GeForce RTX 5070,Windows 11,2.65kg,383000
601,Lenovo,ThinkPad X1 2-in-1 Gen 10 Aura Edition,2 in 1 Convertible,14,IPS Panel Touchscreen WUXGA 1920x1200,Intel Core Ultra 7 265U,32GB,1TB SSD,Intel Graphics,Windows 11,1.22kg,410000
602,Apple,MacBook Pro M5 Pro,Notebook,16,Touchscreen Retina 3024x1964,Apple M5 Pro chip,24GB,1TB SSD,16-core GPU,macOS,2.14kg,425000
603,Asus,ROG Zephyrus G14 GA403WP,Gaming,14,OLED 2880x1800,AMD Ryzen AI 9 HX 370,8GB,2TB SSD,NVIDIA GeForce RTX 5070,Windows 11,1.50kg,435000
604,Asus,Zenbook Duo UX8407AA,Ultrabook,14,OLED Touchscreen 2880x1800,Intel Core Ultra X7 358H,32GB,1TB SSD,Intel Arc Graphics,Windows 11,1.65kg,476000
605,Asus,ROG Zephyrus G16 GU605CR,Gaming,16,OLED WQXGA 2560x1600,Intel Core Ultra 9 285H,32GB,1TB SSD,NVIDIA RTX 5070,Windows 11,1.95kg,490000
606,Asus,ROG Strix SCAR 16 G635LW,Gaming,16,WQXGA 2560x1600,Intel Core Ultra 9 275HX,16GB,2TB SSD,NVIDIA GeForce RTX 5080,Windows 11,2.80kg,520000
607,MSI,Stealth A16 AI+ A3XWJG,Gaming,16,OLED QHD 2560x1440,AMD Ryzen AI 9 HX 370,24GB,2TB SSD,NVIDIA GeForce RTX 5090,No OS,2.1kg,620000
608,MSI,Raider 18 HX AI A2XWJG,Gaming,18,UHD 3840x2160,Intel Core Ultra 9 285HX,24GB,2TB SSD,NVIDIA GeForce RTX 5090,Windows 11,3.6kg,630000
609,Asus,ROG Strix SCAR 18 (2025) G835LX,Gaming,18,OLED WQXGA 2560x1600,Intel Core Ultra 9 275HX,24GB,1TB SSD,RTX 5090,Windows 11,3.48kg,649900
610,Apple,MacBook Pro M5 Max,Notebook,16,Touchscreen Retina 3024x1964,Apple M5 Pro chip,36GB,2TB SSD,32-core GPU,macOS,2.15kg,655000
611,Acer,Predator Helios Neo 16 AI-PH16-73,Gaming,16,OLED,Intel Core Ultra 9 275HX,24GB,2TB SSD,NVIDIA RTX 5090,Windows 11,2.3kg,660000
612,Apple,MacBook Pro M5 Max,Notebook,16,Touchscreen Retina 3024x1964,Apple M5 Pro chip,48GB,2TB SSD,40-core GPU,macOS,2.15kg,730000
613,Asus,ROG Zephyrus Duo 16 GX651AX,Gaming,16,OLED Touchscreen 2880x1800,Intel Core Ultra 9 386H up to 50TOPS,24GB,2TB SSD,RTX 5090,Windows 11,2.82kg,810000
614,MSI,Modern 14 C7M,Notebook,14,FHD 1920x1080,AMD Ryzen 7 7730U,16GB,512GB SSD,AMD Radeon Graphics,No OS,1.4kg,TBA
615,Acer,Aspire Lite AL15-52,Notebook,15.6,FHD 1920x1080,Intel Core i3-1215U,8GB,512GB SSD,Intel UHD Graphics,No OS,1.59kg,TBA
616,Microsoft,Surface Laptop 7th Edition,Ultrabook,13.8,Touchscreen 2304x1536,Intel Core Ultra 5,16GB,256GB SSD,Intel Arc Graphics,Windows 11,1.35kg,TBA
617,Microsoft,Surface Laptop 7th Edition,Ultrabook,13.8,Touchscreen,Snapdragon X Plus,16GB,512GB SSD,Qualcomm Adreno GPU,Windows 11,1.34kg,TBA
618,Apple,MacBook Pro M5 Pro,Notebook,14,Touchscreen Retina 3024x1964,Apple M5 Pro chip,24GB,2TB SSD,16-core GPU,macOS,1.60kg,TBA
619,Acer,Aspire Lite AL15-41,Notebook,15.6,LED FHD 1920x1080,Ryzen 5 5625U,16GB,512GB SSD,AMD Radeon Graphics,No OS,1.79kg,TBA
620,Chuwi,Freebook,Notebook,13.5,IPS Panel Touchscreen 2K 2256x1504,Intel Celeron N150,12GB,512GB SSD,Intel UHD Graphics,Windows 11,1.36kg,TBA
621,Lenovo,ThinkPad E14 Gen 5,Ultrabook,14,IPS Panel Touchscreen WUXGA 1920x1200,Intel Core i5-1335U,8GB,512GB SSD,Intel XE IRIS Graphics,No OS,1.41kg,TBA
